"pre_tx_ob_ts","tx_ts","post_tx_ob_ts","trade_seq","trade_id","instrument_name","currency","expiration","strike","putcall","block_trade_id","liquidation","direction","tick_direction","tx_amount","tx_iv","cash_iv","price","price_usd","index_price","underlying_price","volume_24h","high_24h","low_24h","pre_tx_bb_size","pre_tx_bb_price","pre_tx_bb_iv","pre_tx_mid_iv","pre_tx_mid_price","pre_tx_mark_iv","pre_tx_mark_price","pre_tx_ba_iv","pre_tx_ba_price","pre_tx_ba_size","post_tx_bb_size","post_tx_bb_price","post_tx_bb_iv","post_tx_mid_iv","post_tx_mid_price","post_tx_mark_iv","post_tx_mark_price","post_tx_ba_iv","post_tx_ba_price","post_tx_ba_size","delta","gamma","theta","vega","rho","pre_tx_oi","post_tx_oi","oi_change","dbt_dir","gvol_dir","max_score_perc" 
"2024-04-17 18:34:25.734","2024-04-17 18:35:03.666","2024-04-17 18:35:03.666","1755","297851557","BTC-26APR24-68000-C","BTC","2024-04-26 08:00:00",68000,"C",,,"sell","ZeroMinus",0.1,71.67,72.6,0.0115,707.67,61536.75,61581.06,121.8,0.023,0.008,44,0.0115,71.68,72.26,0.01175,71.76,0.0116,72.84,0.012,66.7,43.9,0.0115,71.67,72.25,0.01175,71.8,0.0115,72.84,0.012,43.6,0.1985,4e-05,-110.2421,26.28386,2.7,765.1,765.1,0,-1,-1,100
"2024-04-17 18:34:27.073","2024-04-17 18:35:02.088","2024-04-17 18:35:02.088","28","297851556","BTC-20APR24-63000-C","BTC","2024-04-20 08:00:00",63000,"C",,,"buy","PlusTick",0.1,71.63,71.6,0.014,861.47,61533.64,61509.2071,21.9,0.023,0.009,14.5,0.0135,69.99,71.59,0.014,71.85,0.0141,73.2,0.0145,52.7,6.9,0.0135,70.03,70.83,0.01375,71.83,0.0141,71.63,0.014,16.1,0.3563,0.0001,-269.4569,19.20058,1.4762,19.3,19.3,0,1,-1,11
"2024-04-17 18:34:25.734","2024-04-17 18:35:00.629","2024-04-17 18:35:00.629","1754","297851551","BTC-26APR24-68000-C","BTC","2024-04-26 08:00:00",68000,"C",,,"sell","ZeroMinus",0.2,71.68,72.6,0.0115,707.61,61531.53,61579.56,121.6,0.023,0.008,44,0.0115,71.68,72.26,0.01175,71.76,0.0116,72.84,0.012,66.7,43.8,0.0115,71.68,72.26,0.01175,71.8,0.0115,72.85,0.012,48.7,0.1984,4e-05,-110.2108,26.27744,2.699,765.1,765.1,0,-1,-1,100
"2024-04-17 18:34:27.342","2024-04-17 18:34:56.002","2024-04-17 18:35:02.119","3462","297851549","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"buy","PlusTick",1,73.03,72.6,0.0325,1999.27,61516.01,61577.38,670.7,0.047,0.02,53.5,0.031,70.69,71.54,0.0315,72.14,0.0318,72.4,0.032,25.9,16.8,0.0315,71.51,71.93,0.03175,72.12,0.0318,72.36,0.032,24.4,-0.3858,6e-05,-151.9566,36.0671,-6.0313,1734.1,1735.1,1,1,1,100
"2024-04-17 18:34:26.931","2024-04-17 18:34:43.533","2024-04-17 18:34:44.027","1213","297851490","BTC-26APR24-62000-C","BTC","2024-04-26 08:00:00",62000,"C",,,"sell","MinusTick",0.1,70.51,71.6,0.04,2461.65,61541.39,61596.48,96.2,0.0675,0.0325,0.2,0.04,70.7,71.11,0.04025,70.75,0.0401,71.52,0.0405,16.8,4.3,0.0395,69.69,70.51,0.04,70.74,0.0402,71.33,0.0405,30.6,0.4975,6e-05,-155.496,37.62908,6.6069,682.8,682.8,0,-1,-1,100
"2024-04-17 18:34:26.931","2024-04-17 18:34:43.533","2024-04-17 18:34:44.027","1214","297851491","BTC-26APR24-62000-C","BTC","2024-04-26 08:00:00",62000,"C",,,"sell","ZeroMinus",0.1,70.51,71.6,0.04,2461.65,61541.39,61596.48,96.2,0.0675,0.0325,0.2,0.04,70.7,71.11,0.04025,70.75,0.0401,71.52,0.0405,16.8,4.3,0.0395,69.69,70.51,0.04,70.74,0.0402,71.33,0.0405,30.6,0.4975,6e-05,-155.496,37.62908,6.6069,682.8,682.8,0,-1,-1,100
"2024-04-17 18:34:23.674","2024-04-17 18:34:24.145","2024-04-17 18:34:24.145","466","297851408","BTC-28JUN24-38000-P","BTC","2024-06-28 08:00:00",38000,"P",,,"buy","PlusTick",0.1,77.27,75.6,0.0085,523.28,61562.68,62580.48,2.7,0.008,0.0075,59.1,0.008,76.18,76.72,0.00825,77.49,0.0086,77.27,0.0085,0.1,59.1,0.008,76.18,77.25,0.0085,77.49,0.0086,78.32,0.009,58.1,-0.052,0,-15.9735,29.50036,-7.4402,273.4,273.5,0.1,1,-1,55
"2024-04-17 18:34:00.059","2024-04-17 18:34:22.948","2024-04-17 18:34:23.851","1156","297851355","BTC-31MAY24-70000-C","BTC","2024-05-31 08:00:00",70000,"C",,,"buy","MinusTick",0.2,69.66,72.1,0.051,3139.29,61554.84,62193.48,324.5,0.066,0.0438,14.6,0.051,69.57,69.95,0.0515,69.83,0.0513,70.34,0.052,37.8,32.8,0.0505,69.28,69.86,0.05125,69.82,0.0512,70.44,0.052,30.7,0.3558,2e-05,-64.1609,80.05457,22.6106,988.4,988.6,0.2,1,-1,77
"2024-04-17 18:33:59.359","2024-04-17 18:34:19.113","2024-04-17 18:34:23.851","106","297851335","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","ZeroMinus",0.1,78.31,79.1,0.0055,338.55,61555.81,61544.5052,74.1,0.018,0.002,56.4,0.005,75.23,79.01,0.0055,83.29,0.006,82.8,0.006,8.1,0.8,0.0055,78.42,82.14,0.006,83.22,0.0061,85.86,0.0065,37.3,-0.294,0.00017,-345.5085,8.30343,-0.2833,47.2,47.3,0,-1,-1,88
"2024-04-17 18:33:59.67","2024-04-17 18:34:09.127","2024-04-17 18:34:09.127","386","297851329","BTC-31MAY24-64000-C","BTC","2024-05-31 08:00:00",64000,"C",,,"sell","MinusTick",0.1,69.41,0.1,0.083,5108.84,61552.29,62195.78,3.7,0.104,0.072,8.1,0.083,69.3,69.66,0.0835,69.44,0.0832,70.02,0.084,38.4,8.1,0.0825,69.05,69.41,0.083,69.44,0.0831,69.78,0.0835,32.3,0.5003,3e-05,-68.3244,85.717,30.9711,81.9,82,0,-1,-1,100
"2024-04-17 18:33:57.201","2024-04-17 18:34:06.543","2024-04-17 18:34:06.543","402","297851324","BTC-31MAY24-115000-C","BTC","2024-05-31 08:00:00",115000,"C",,,"sell","PlusTick",0.3,84.46,86.1,0.0025,153.89,61559.58,62201.66,1.2,0.0028,0.0022,2,0.0025,84.44,85.15,0.00265,84.72,0.0026,85.87,0.0028,17.8,1.7,0.0025,84.46,85.17,0.00265,84.72,0.0026,85.89,0.0028,12.1,0.0253,0,-12.3731,12.72287,1.6951,113.9,113.9,0,-1,-1,100
"2024-04-17 18:33:59.452","2024-04-17 18:34:03.237","2024-04-17 18:34:05.783","880","297851289","BTC-19APR24-65000-C","BTC","2024-04-19 08:00:00",65000,"C",,,"buy","MinusTick",0.4,71.54,71.1,0.0029,178.6,61588.81,61528.83,379.2,0.017,0.0017,26.1,0.0027,70.18,72.36,0.003,72.25,0.003,74.54,0.0033,44.2,12.4,0.0027,70.45,71.19,0.0028,72.25,0.003,71.94,0.0029,0.1,0.1274,7e-05,-184.4314,8.39438,0.3274,506,506,0,1,-1,77
"2024-04-17 18:33:58.563","2024-04-17 18:34:01.166","2024-04-17 18:34:06.281","163","297851229","BTC-18APR24-64000-C","BTC","2024-04-18 08:00:00",64000,"C",,,"sell","MinusTick",0.1,71.74,inf,0.0011,67.74,61584.83,61550.3987,74,0.018,0.0005,7.2,0.0009,68.47,71.74,0.0011,71.18,0.0011,75.01,0.0013,2.3,0.8,0.0009,68.72,71.99,0.0011,71.19,0.001,75.27,0.0013,2.3,0.0828,9e-05,-64.16,3.6799,0.0772,48.4,48.4,0,-1,1,11
"2024-04-17 18:34:00","2024-04-17 18:34:00.276","2024-04-17 18:34:06.025","2543","297851227","BTC-28JUN24-60000-P","BTC","2024-06-28 08:00:00",60000,"P",,,"sell","MinusTick",1.1,70.96,66.6,0.1025,6312.44,61584.83,62588.26,93.2,0.118,0.083,9.1,0.1015,70.35,70.79,0.10225,70.73,0.1022,71.24,0.103,39.9,8,0.1015,70.27,70.71,0.10225,70.73,0.1021,71.16,0.103,14.6,-0.3853,2e-05,-52.3674,105.96112,-59.8364,1507.1,1506,-1,-1,1,77
"2024-04-17 18:33:59.059","2024-04-17 18:33:59.455","2024-04-17 18:33:59.455","1865","297851224","BTC-28JUN24-85000-C","BTC","2024-06-28 08:00:00",85000,"C",,,"sell","MinusTick",0.3,74.56,77.1,0.0365,2247.82,61584.19,62606.4,23.1,0.04,0.0315,5,0.036,74.19,74.38,0.03625,74.29,0.0361,74.57,0.0365,1.8,5,0.036,74.18,74.56,0.0365,74.29,0.0361,74.94,0.037,50.1,0.222,1e-05,-42.8327,82.52227,22.8224,2931.9,2931.9,0,-1,1,77
"2024-04-17 18:33:46.456","2024-04-17 18:33:46.464","2024-04-17 18:33:51.268","196","297851189","BTC-19APR24-64500-C","BTC","2024-04-19 08:00:00",64500,"C",,,"buy","PlusTick",0.5,70.32,70.1,0.0039,240.36,61631.73,61575.14,88.7,0.021,0.002,5.5,0.0038,69.7,70.01,0.00385,71.69,0.0041,70.32,0.0039,0.5,0.5,0.0037,69.39,70.93,0.00395,71.65,0.0041,72.48,0.0042,29.6,0.1666,9e-05,-231.0078,10.05732,0.4278,95,95,0,1,-1,11
"2024-04-17 18:33:46.233","2024-04-17 18:33:46.234","2024-04-17 18:33:49.238","2038","297851188","BTC-26APR24-74000-C","BTC","2024-04-26 08:00:00",74000,"C",,,"buy","ZeroMinus",1,77.43,77.6,0.0035,215.71,61631.73,61677.96,72.3,0.0055,0.0025,12,0.0034,76.93,77.18,0.00345,78.27,0.0037,77.43,0.0035,1,8,0.0034,76.94,77.42,0.0035,78.27,0.0037,77.91,0.0036,1,0.0721,2e-05,-59.3679,12.98541,0.991,857.1,856.1,-1,1,-1,11
"2024-04-17 18:33:44.393","2024-04-17 18:33:44.397","2024-04-17 18:33:49.238","2037","297851165","BTC-26APR24-74000-C","BTC","2024-04-26 08:00:00",74000,"C",,,"buy","MinusTick",1,77.38,77.6,0.0035,215.73,61638.98,61677.96,72.3,0.0055,0.0025,13,0.0034,76.89,77.13,0.00345,78.27,0.0037,77.38,0.0035,1,8,0.0034,76.94,77.42,0.0035,78.27,0.0037,77.91,0.0036,1,0.0721,2e-05,-59.3679,12.98541,0.991,858.1,856.1,-2,1,-1,11
"2024-04-17 18:33:19.529","2024-04-17 18:33:31.102","2024-04-17 18:33:31.252","1155","297851131","BTC-31MAY24-70000-C","BTC","2024-05-31 08:00:00",70000,"C",,,"buy","MinusTick",0.2,69.83,72.6,0.0515,3172.87,61609.27,62251.88,324.1,0.066,0.0438,46.2,0.051,69.26,69.84,0.05175,69.83,0.0517,70.42,0.0525,44.8,19.6,0.051,69.44,69.83,0.0515,69.83,0.0514,70.22,0.052,18,0.3573,2e-05,-64.3199,80.24601,22.7192,988.4,988.4,0,1,-1,66
"2024-04-17 18:33:08.492","2024-04-17 18:33:09.578","2024-04-17 18:33:09.578","186","297850938","BTC-18APR24-61000-P","BTC","2024-04-18 08:00:00",61000,"P",,,"sell","ZeroPlus",0.1,74.98,0,0.007,431.58,61654.66,61673.7448,148.2,0.026,0.0027,16.3,0.007,75.03,78.46,0.0075,79.3,0.0076,81.89,0.008,26.1,34.3,0.007,74.98,78.41,0.0075,79.3,0.0077,81.84,0.008,4.2,-0.356,0.00019,-357.0747,9.00622,-0.3443,72.6,72.7,0.1,-1,-1,100
"2024-04-17 18:33:07.771","2024-04-17 18:33:09.12","2024-04-17 18:33:09.12","1569","297850936","BTC-26APR24-58000-P","BTC","2024-04-26 08:00:00",58000,"P",,,"buy","ZeroMinus",0.1,73.87,74.1,0.02,1233.09,61654.66,61729.43,307.6,0.0335,0.0125,34.8,0.0195,72.93,73.42,0.01975,74.34,0.0202,73.92,0.02,20.2,34.8,0.0195,72.88,73.37,0.01975,74.34,0.0202,73.87,0.02,19.9,-0.2728,5e-05,-136.4269,31.41987,-4.2428,921.5,921.8,0.2,1,-1,33
"2024-04-17 18:33:07.771","2024-04-17 18:33:09.12","2024-04-17 18:33:09.12","1568","297850935","BTC-26APR24-58000-P","BTC","2024-04-26 08:00:00",58000,"P",,,"buy","MinusTick",0.2,73.87,74.1,0.02,1233.09,61654.66,61729.43,307.6,0.0335,0.0125,34.8,0.0195,72.93,73.42,0.01975,74.34,0.0202,73.92,0.02,20.2,34.8,0.0195,72.88,73.37,0.01975,74.34,0.0202,73.87,0.02,19.9,-0.2728,5e-05,-136.4269,31.41987,-4.2428,921.5,921.8,0.2,1,-1,33
"2024-04-17 18:33:08.029","2024-04-17 18:33:08.572","2024-04-17 18:33:08.572","989","297850912","BTC-26APR24-63000-C","BTC","2024-04-26 08:00:00",63000,"C",,,"sell","PlusTick",0.5,69.71,69.6,0.0335,2066.35,61682.37,61729.79,395.6,0.0555,0.025,0.5,0.0335,69.65,70.06,0.03375,70.33,0.0339,70.48,0.034,2.5,35,0.033,68.89,69.71,0.0335,70.33,0.0339,70.54,0.034,2.5,0.4462,6e-05,-153.5085,37.37085,5.9695,594.1,594.1,0,-1,1,100
"2024-04-17 18:33:08.403","2024-04-17 18:33:08.572","2024-04-17 18:33:08.572","1673","297850913","BTC-26APR24-66000-C","BTC","2024-04-26 08:00:00",66000,"C",,,"sell","ZeroPlus",0.4,70.02,70.1,0.018,1110.28,61682.37,61735.17,118.9,0.034,0.013,4,0.018,70.02,70.5,0.01825,70.75,0.0184,70.98,0.0185,18.7,3.5,0.018,70.02,70.5,0.01825,70.75,0.0184,70.98,0.0185,18.7,0.2869,5e-05,-133.066,32.20107,3.8883,1294.5,1294.5,0,-1,-1,100
"2024-04-17 18:33:08.403","2024-04-17 18:33:08.517","2024-04-17 18:33:08.517","1672","297850907","BTC-26APR24-66000-C","BTC","2024-04-26 08:00:00",66000,"C",,,"sell","ZeroPlus",0.1,70.02,70.6,0.018,1110.28,61682.37,61735.17,118.9,0.034,0.013,4,0.018,70.02,70.5,0.01825,70.75,0.0184,70.98,0.0185,18.7,3.9,0.018,70.02,70.5,0.01825,70.75,0.0184,70.98,0.0185,18.7,0.2869,5e-05,-133.066,32.20107,3.8883,1294.5,1294.5,0,-1,-1,100
"2024-04-17 18:33:06.261","2024-04-17 18:33:06.272","2024-04-17 18:33:06.272","753","297850896","BTC-19APR24-64000-C","BTC","2024-04-19 08:00:00",64000,"C",,,"buy","ZeroPlus",0.5,70.35,70.1,0.0055,339.28,61689.01,61649.69,348.1,0.025,0.0021,49,0.005,67.69,69.02,0.00525,71.7,0.0057,70.35,0.0055,0.5,49,0.005,67.69,70.31,0.0055,71.7,0.0057,72.93,0.006,70,0.2192,0.0001,-273.7014,11.91287,0.5627,290.1,290.1,0,1,-1,33
"2024-04-17 18:32:55.169","2024-04-17 18:33:00.69","2024-04-17 18:33:00.713","1671","297850879","BTC-26APR24-66000-C","BTC","2024-04-26 08:00:00",66000,"C",,,"sell","PlusTick",0.3,70.06,70.6,0.018,1110.19,61677.27,61730.45,118.6,0.034,0.013,6.7,0.018,70.05,70.53,0.01825,70.75,0.0184,71.01,0.0185,15.6,5.9,0.018,70.06,70.54,0.01825,70.75,0.0184,71.02,0.0185,15.6,0.2867,5e-05,-133.009,32.18622,3.8849,1294.2,1294.5,0.2,-1,-1,100
"2024-04-17 18:32:01.664","2024-04-17 18:32:23.469","2024-04-17 18:32:27.929","4296","297850829","BTC-26APR24-70000-C","BTC","2024-04-26 08:00:00",70000,"C",,,"buy","MinusTick",0.1,73.54,73.6,0.008,493.48,61685.15,61736.47,331,0.015,0.005,93.5,0.0075,71.88,73.3,0.008,73.33,0.008,74.73,0.0085,57.2,59.3,0.0075,72.16,73.59,0.008,73.32,0.0079,75.03,0.0085,123.4,0.1439,3e-05,-91.8363,21.44734,1.9704,3160.9,3160.9,0,1,1,55
"2024-04-17 18:32:01.757","2024-04-17 18:32:21.529","2024-04-17 18:32:28.572","136","297850811","BTC-19APR24-65500-C","BTC","2024-04-19 08:00:00",65500,"C",,,"sell","ZeroPlus",0.2,74.46,inf,0.0026,160.42,61702.26,61665.96,64.8,0.015,0.001,0.2,0.0026,73.95,74.73,0.0027,73.19,0.0025,75.52,0.0028,46.4,5,0.0023,72,73.63,0.0025,73.24,0.0024,75.26,0.0027,9.8,0.1083,6e-05,-149.2162,7.50182,0.2793,97.6,97.4,-0.1,-1,1,22
"2024-04-17 18:32:01.604","2024-04-17 18:32:10.514","2024-04-17 18:32:17.491","1146","297850769","BTC-26APR24-57000-P","BTC","2024-04-26 08:00:00",57000,"P",,,"sell","PlusTick",0.9,75.54,75.6,0.016,987.57,61723.72,61764.89,68.2,0.026,0.01,93.5,0.0155,74.54,75.62,0.016,76.03,0.0162,76.71,0.0165,35.1,11.9,0.016,75.48,76.02,0.01625,76,0.0162,76.56,0.0165,34.1,-0.2272,4e-05,-126.6316,28.52923,-3.5273,505.7,506.6,0.9,-1,-1,77
"2024-04-17 18:32:00.907","2024-04-17 18:32:07.394","2024-04-17 18:32:16.487","210","297850764","BTC-26APR24-59000-C","BTC","2024-04-26 08:00:00",59000,"C",,,"sell","MinusTick",0.1,72.57,73.6,0.0695,4290.65,61736.09,61766.22,27.6,0.0855,0.057,23.9,0.069,71.53,73.35,0.07,73.35,0.07,75.18,0.071,17.4,24.1,0.069,71.94,73.31,0.06975,73.32,0.0698,74.68,0.0705,4.4,0.6787,5e-05,-145.1007,33.88388,8.8225,135.7,135.8,0.1,-1,-1,100
"2024-04-17 18:32:01.314","2024-04-17 18:32:01.785","2024-04-17 18:32:01.785","1690","297850759","BTC-26APR24-67000-C","BTC","2024-04-26 08:00:00",67000,"C",,,"sell","ZeroMinus",0.6,71.03,71.6,0.015,926.05,61737.01,61790.56,359.2,0.0265,0.01,0.6,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,77.2,44.5,0.0145,69.99,71.03,0.015,71.17,0.0151,72.07,0.0155,77.2,0.2456,5e-05,-123.8348,29.79365,3.3423,991.8,991.2,-0.5,-1,1,100
"2024-04-17 18:32:00.957","2024-04-17 18:32:01.264","2024-04-17 18:32:01.314","1689","297850757","BTC-26APR24-67000-C","BTC","2024-04-26 08:00:00",67000,"C",,,"sell","ZeroMinus",0.1,71.05,71.6,0.015,926.17,61745.18,61789.06,359.2,0.0265,0.01,0.7,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,76.2,0.6,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,77.2,0.2456,5e-05,-123.8124,29.78832,3.3413,991.9,991.8,-0.1,-1,-1,100
"2024-04-17 18:32:00.653","2024-04-17 18:32:00.957","2024-04-17 18:32:00.957","1688","297850755","BTC-26APR24-67000-C","BTC","2024-04-26 08:00:00",67000,"C",,,"sell","ZeroMinus",0.1,71.05,71.6,0.015,926.17,61745.18,61789.06,359,0.0265,0.01,0.8,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,76.2,0.7,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,76.2,0.2456,5e-05,-123.8124,29.78832,3.3413,992,991.9,-0.1,-1,-1,100
"2024-04-17 18:31:56.275","2024-04-17 18:32:00.653","2024-04-17 18:32:00.653","1687","297850753","BTC-26APR24-67000-C","BTC","2024-04-26 08:00:00",67000,"C",,,"sell","ZeroMinus",0.1,71.05,71.6,0.015,926.17,61745.18,61789.06,359,0.0265,0.01,0.9,0.015,71.06,71.57,0.01525,71.17,0.015,72.09,0.0155,76.2,0.8,0.015,71.05,71.56,0.01525,71.17,0.0151,72.08,0.0155,76.2,0.2456,5e-05,-123.8124,29.78832,3.3413,992.1,992,-0.1,-1,-1,88
"2024-04-17 18:31:47.48","2024-04-17 18:31:48.74","2024-04-17 18:31:48.74","185","297850748","BTC-18APR24-61000-P","BTC","2024-04-18 08:00:00",61000,"P",,,"sell","PlusTick",0.1,77.07,78.1,0.007,432.19,61742.71,61727.748,148.1,0.026,0.0027,0.8,0.007,76.96,80.41,0.0075,79.41,0.0074,83.86,0.008,84.7,0.7,0.007,77.07,80.52,0.0075,79.41,0.0073,83.97,0.008,84.7,-0.3458,0.00019,-354.4133,8.92562,-0.3351,72.5,72.6,0,-1,-1,100
"2024-04-17 18:31:47.117","2024-04-17 18:31:47.498","2024-04-17 18:31:47.498","1686","297850747","BTC-26APR24-67000-C","BTC","2024-04-26 08:00:00",67000,"C",,,"sell","MinusTick",0.1,71.07,71.6,0.015,926.15,61743.49,61785.74,358.9,0.0265,0.01,1.2,0.015,71.07,71.59,0.01525,71.16,0.0151,72.11,0.0155,77.4,1.1,0.015,71.07,71.59,0.01525,71.16,0.015,72.11,0.0155,77.4,0.2454,5e-05,-123.7539,29.77577,3.3389,992.2,992.1,-0.1,-1,-1,100
"2024-04-17 18:31:42.48","2024-04-17 18:31:42.547","2024-04-17 18:31:42.547","811","297850741","BTC-27SEP24-75000-C","BTC","2024-09-27 08:00:00",75000,"C",,,"buy","PlusTick",0.3,75.78,80.6,0.1415,8738.06,61753.14,64061.71,171,0.1595,0.132,1.1,0.139,74.84,75.31,0.14025,75.28,0.1402,75.78,0.1415,8,1.1,0.139,74.84,75.31,0.14025,75.28,0.1402,75.78,0.1415,7.7,0.475,1e-05,-39.4122,170.22336,95.547,1072.8,1072.8,0,1,1,100
"2024-04-17 18:31:36.737","2024-04-17 18:31:36.893","2024-04-17 18:31:36.893","3667","297850733","BTC-26APR24-65000-C","BTC","2024-04-26 08:00:00",65000,"C",,,"buy","MinusTick",0.1,70.52,71.1,0.023,1420.17,61746.72,61795.48,410.8,0.04,0.016,27.9,0.0225,69.62,70.07,0.02275,70.61,0.023,70.52,0.023,0.1,27.9,0.0225,69.62,70.51,0.023,70.61,0.023,71.41,0.0235,42.7,0.3396,5e-05,-142.9581,34.66355,4.5888,1954.7,1954.7,0,1,-1,66
"2024-04-17 18:30:42.151","2024-04-17 18:31:16.898","2024-04-17 18:31:16.898","135","297850719","BTC-19APR24-65500-C","BTC","2024-04-19 08:00:00",65500,"C",,,"sell","PlusTick",0.3,73.98,73.6,0.0026,160.51,61736.82,61698.79,64.3,0.015,0.001,0.5,0.0026,72.69,73.84,0.00275,72.93,0.0026,75,0.0029,5.1,0.2,0.0026,73.98,74.76,0.0027,73.11,0.0025,75.55,0.0028,45.4,0.11,6e-05,-154.5746,7.59197,0.2839,97.9,97.6,-0.3,-1,-1,0
"2024-04-17 18:30:41.264","2024-04-17 18:31:00.34","2024-04-17 18:31:00.34","2831","297850684","BTC-28JUN24-75000-C","BTC","2024-06-28 08:00:00",75000,"C",,,"buy","PlusTick",0.5,72.83,76.1,0.064,3953.6,61775.15,62815.79,69.6,0.077,0.0545,12.2,0.0625,71.79,72.25,0.06325,72.13,0.063,72.71,0.064,44.5,8,0.0625,71.91,72.37,0.06325,72.14,0.0629,72.83,0.064,56.5,0.3463,2e-05,-51.7229,102.62137,34.9065,4437.5,4437.5,0,1,1,100
"2024-04-17 18:30:03.532","2024-04-17 18:30:32.278","2024-04-17 18:30:34.957","1479","297850609","BTC-27DEC24-100000-C","BTC","2024-12-27 08:00:00",100000,"C",,,"buy","PlusTick",0.1,79.03,0.1,0.1255,7754.87,61791.84,65813,8,0.139,0.119,1,0.1245,78.69,79,0.1255,79,0.1255,79.32,0.1265,5.1,1.9,0.124,78.55,78.94,0.12525,78.99,0.1255,79.34,0.1265,0.1,0.3797,1e-05,-32.526,208.81196,116.27,3044.6,3044.6,0,1,1,55
"2024-04-17 18:30:02.524","2024-04-17 18:30:30.706","2024-04-17 18:30:30.706","4","297850605","BTC-20APR24-53000-P","BTC","2024-04-20 08:00:00",53000,"P",,,"sell","MinusTick",0.1,110.76,111.1,0.0018,111.17,61764.32,61733.64,0.6,0.0026,0.0022,0.1,0.0016,108.58,109.87,0.0017,108.94,0.0016,111.17,0.0018,10.3,10.3,0.0014,105.42,108.7,0.00165,108.92,0.0017,111.99,0.0019,10.6,-0.0429,2e-05,-100.4319,4.7255,-0.1935,0.6,0.7,0.1,-1,1,77
"2024-04-17 18:30:06.128","2024-04-17 18:30:29.835","2024-04-17 18:30:29.835","1503","297850593","BTC-26APR24-59000-P","BTC","2024-04-26 08:00:00",59000,"P",,,"sell","MinusTick",0.1,72.88,72.6,0.0245,1513.22,61764.32,61807.92,318.9,0.039,0.0155,40.1,0.024,72.34,73.25,0.0245,73.39,0.0246,74.17,0.025,48.6,10.6,0.0245,72.88,73.34,0.02475,73.38,0.0247,73.8,0.025,39.3,-0.3192,5e-05,-144.9258,33.81973,-4.9878,611.7,611.6,-0.1,-1,-1,77
"2024-04-17 18:30:06.816","2024-04-17 18:30:27.186","2024-04-17 18:30:27.186","209","297850590","BTC-26APR24-59000-C","BTC","2024-04-26 08:00:00",59000,"C",,,"sell","MinusTick",0.1,72.68,73.6,0.07,4324.44,61777.75,61826.27,27.4,0.0855,0.057,19.4,0.07,72.42,73.79,0.07075,73.39,0.0706,75.16,0.0715,6,9.6,0.07,72.68,74.05,0.07075,73.38,0.0706,75.42,0.0715,25.4,0.6817,5e-05,-144.7882,33.78769,8.8665,135.6,135.7,0,-1,-1,100
"2024-04-17 18:30:06.577","2024-04-17 18:30:20.085","2024-04-17 18:30:20.088","184","297850544","BTC-18APR24-61000-P","BTC","2024-04-18 08:00:00",61000,"P",,,"sell","ZeroMinus",0.1,75.96,0,0.0065,401.72,61804.54,61791.9068,148,0.026,0.0027,29.6,0.0065,75.61,79.1,0.007,79.56,0.0071,82.6,0.0075,29.8,20.1,0.0065,75.96,79.46,0.007,79.56,0.007,82.96,0.0075,31.1,-0.3341,0.00019,-351.1597,8.82802,-0.3248,72.4,72.5,0,-1,-1,100
"2024-04-17 18:30:06.648","2024-04-17 18:30:08.387","2024-04-17 18:30:12.597","1727","297850508","BTC-26APR24-61000-P","BTC","2024-04-26 08:00:00",61000,"P",,,"sell","ZeroMinus",0.1,70.8,0,0.0365,2255.57,61796.44,61856.39,139.9,0.0535,0.023,5.3,0.0365,70.82,71.23,0.03675,71.42,0.0368,71.65,0.037,2.3,48.7,0.036,70.18,71.01,0.0365,71.42,0.0367,71.84,0.037,8.3,-0.4277,6e-05,-155.0423,37.17445,-6.74,614.8,614.8,0,-1,-1,100
"2024-04-17 18:30:06.648","2024-04-17 18:30:08.196","2024-04-17 18:30:12.597","1726","297850507","BTC-26APR24-61000-P","BTC","2024-04-26 08:00:00",61000,"P",,,"sell","MinusTick",0.1,70.8,0,0.0365,2255.57,61796.44,61856.39,139.9,0.0535,0.023,5.3,0.0365,70.82,71.23,0.03675,71.42,0.0368,71.65,0.037,2.3,48.7,0.036,70.18,71.01,0.0365,71.42,0.0367,71.84,0.037,8.3,-0.4277,6e-05,-155.0423,37.17445,-6.74,614.8,614.8,0,-1,-1,100
"2024-04-17 18:30:06.296","2024-04-17 18:30:06.471","2024-04-17 18:30:06.544","3461","297850488","BTC-26APR24-60000-P","BTC","2024-04-26 08:00:00",60000,"P",,,"sell","PlusTick",0.1,71.96,0,0.03,1853.81,61793.89,61844.58,669.6,0.047,0.02,10.2,0.03,71.96,72.39,0.03025,72.24,0.0301,72.82,0.0305,24.8,75.5,0.0295,71.09,71.95,0.03,72.24,0.0301,72.82,0.0305,24.8,-0.371,6e-05,-151.0179,35.79844,-5.8213,1734.1,1734.1,0,-1,-1,100
