"pre_tx_ob_ts","tx_ts","post_tx_ob_ts","trade_seq","trade_id","instrument_name","currency","expiration","strike","putcall","block_trade_id","liquidation","direction","tick_direction","tx_amount","tx_iv","cash_iv","price","price_usd","index_price","underlying_price","volume_24h","high_24h","low_24h","pre_tx_bb_size","pre_tx_bb_price","pre_tx_bb_iv","pre_tx_mid_iv","pre_tx_mid_price","pre_tx_mark_iv","pre_tx_mark_price","pre_tx_ba_iv","pre_tx_ba_price","pre_tx_ba_size","post_tx_bb_size","post_tx_bb_price","post_tx_bb_iv","post_tx_mid_iv","post_tx_mid_price","post_tx_mark_iv","post_tx_mark_price","post_tx_ba_iv","post_tx_ba_price","post_tx_ba_size","delta","gamma","theta","vega","rho","pre_tx_oi","post_tx_oi","oi_change","dbt_dir","gvol_dir","max_score_perc" 
"2024-04-17 19:20:06.146","2024-04-17 19:20:06.478","2024-04-17 19:20:06.478","153","297858813","BTC-18APR24-57000-P","BTC","2024-04-18 08:00:00",57000,"P",,,"buy","PlusTick",0.9,113.66,114.1,0.0009,55.06,61177.84,61164.042,101.2,0.0034,0.0003,30.2,0.0005,101.61,107.63,0.0007,108.03,0.0007,113.66,0.0009,0.9,0.1,0.0009,113.66,114.91,0.00095,108.03,0.0007,116.17,0.001,6.5,-0.0412,4e-05,-42.6066,2.05282,-0.037,120.7,120.6,-0.1,1,-1,100
"2024-04-17 19:20:04.941","2024-04-17 19:20:05.634","2024-04-17 19:20:05.634","117","297858812","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","ZeroMinus",0.1,73.4,74.1,0.0065,397.64,61176.17,61160.9562,75.1,0.018,0.002,11.5,0.0065,73.4,76.95,0.007,76.75,0.007,80.51,0.0075,57.9,11.4,0.0065,73.4,76.95,0.007,76.75,0.007,80.51,0.0075,57.9,-0.3494,0.00021,-330.3824,8.60915,-0.3151,48.1,48.2,0.1,-1,-1,100
"2024-04-17 19:20:00.496","2024-04-17 19:20:00.608","2024-04-17 19:20:00.608","1083","297858804","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"sell","ZeroPlus",1.5,89.68,89.6,0.0008,48.93,61169.47,61134.02,66.2,0.0042,0.0004,1.5,0.0008,89.68,90.63,0.00085,84.78,0.0006,91.58,0.0009,22.2,0.7,0.0005,82.89,87.23,0.0007,84.78,0.0006,91.58,0.0009,22.2,0.0278,2e-05,-35.1859,2.53153,0.0698,562.6,562.6,0,-1,1,11
"2024-04-17 19:19:58.101","2024-04-17 19:20:00.496","2024-04-17 19:20:00.496","1082","297858803","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"sell","ZeroPlus",0.3,89.68,89.6,0.0008,48.93,61169.47,61134.02,66.2,0.0042,0.0004,1.8,0.0008,89.67,90.62,0.00085,84.77,0.0006,91.58,0.0009,22.2,1.5,0.0008,89.68,90.63,0.00085,84.78,0.0006,91.58,0.0009,22.2,0.0278,2e-05,-35.1859,2.53153,0.0698,562.9,562.6,-0.2,-1,1,11
"2024-04-17 19:19:55.031","2024-04-17 19:19:55.403","2024-04-17 19:19:55.403","1081","297858801","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"sell","ZeroPlus",0.3,89.65,89.6,0.0008,48.93,61172.08,61136.06,65.9,0.0042,0.0004,2.1,0.0008,89.65,90.6,0.00085,84.75,0.0006,91.56,0.0009,20,1.8,0.0008,89.65,90.6,0.00085,84.75,0.0006,91.56,0.0009,20,0.0278,2e-05,-35.1884,2.53119,0.0698,563.2,562.9,-0.3,-1,1,11
"2024-04-17 19:19:51.212","2024-04-17 19:19:51.22","2024-04-17 19:19:51.22","1080","297858788","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"sell","ZeroPlus",0.3,89.6,89.6,0.0008,48.93,61174.87,61140.42,59,0.0042,0.0004,2.4,0.0008,89.6,90.55,0.00085,84.73,0.0006,91.51,0.0009,17.6,2.1,0.0008,89.6,90.55,0.00085,84.73,0.0006,91.51,0.0009,18.4,0.0279,2e-05,-35.3118,2.53498,0.0699,563.5,563.2,-0.2,-1,1,11
"2024-04-17 19:19:46.813","2024-04-17 19:19:51.212","2024-04-17 19:19:51.212","1079","297858787","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",4.8,89.6,89.6,0.0008,48.93,61174.87,61140.42,59,0.0042,0.0004,0.7,0.0005,82.78,86.17,0.00065,84.73,0.0006,89.56,0.0008,6.6,2.4,0.0008,89.6,90.55,0.00085,84.73,0.0006,91.51,0.0009,17.6,0.0279,2e-05,-35.3118,2.53498,0.0699,563.5,563.5,0,1,1,100
"2024-04-17 19:19:46.813","2024-04-17 19:19:51.212","2024-04-17 19:19:51.212","1077","297858785","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",1.6,89.6,89.6,0.0008,48.93,61174.87,61140.42,59,0.0042,0.0004,0.7,0.0005,82.78,86.17,0.00065,84.73,0.0006,89.56,0.0008,6.6,2.4,0.0008,89.6,90.55,0.00085,84.73,0.0006,91.51,0.0009,17.6,0.0279,2e-05,-35.3118,2.53498,0.0699,563.5,563.5,0,1,1,100
"2024-04-17 19:19:46.813","2024-04-17 19:19:51.212","2024-04-17 19:19:51.212","1078","297858786","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",0.2,89.6,89.6,0.0008,48.93,61174.87,61140.42,59,0.0042,0.0004,0.7,0.0005,82.78,86.17,0.00065,84.73,0.0006,89.56,0.0008,6.6,2.4,0.0008,89.6,90.55,0.00085,84.73,0.0006,91.51,0.0009,17.6,0.0279,2e-05,-35.3118,2.53498,0.0699,563.5,563.5,0,1,1,100
"2024-04-17 19:19:34.725","2024-04-17 19:19:35.645","2024-04-17 19:19:35.742","1075","297858768","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",5.1,89.6,89.6,0.0008,48.94,61176.7,61141.69,50,0.0042,0.0004,0.7,0.0005,82.82,86.21,0.00065,84.71,0.0006,89.6,0.0008,14.9,0.7,0.0005,82.81,86.2,0.00065,84.71,0.0006,89.59,0.0008,6.6,0.0279,2e-05,-35.1604,2.53491,0.0699,555.5,563.5,8,1,1,100
"2024-04-17 19:19:34.725","2024-04-17 19:19:35.645","2024-04-17 19:19:35.742","1073","297858766","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",1,89.6,89.6,0.0008,48.94,61176.7,61141.69,50,0.0042,0.0004,0.7,0.0005,82.82,86.21,0.00065,84.71,0.0006,89.6,0.0008,14.9,0.7,0.0005,82.81,86.2,0.00065,84.71,0.0006,89.59,0.0008,6.6,0.0279,2e-05,-35.1604,2.53491,0.0699,555.5,563.5,8,1,1,100
"2024-04-17 19:19:34.725","2024-04-17 19:19:35.645","2024-04-17 19:19:35.742","1076","297858769","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",0.6,89.6,89.6,0.0008,48.94,61176.7,61141.69,50,0.0042,0.0004,0.7,0.0005,82.82,86.21,0.00065,84.71,0.0006,89.6,0.0008,14.9,0.7,0.0005,82.81,86.2,0.00065,84.71,0.0006,89.59,0.0008,6.6,0.0279,2e-05,-35.1604,2.53491,0.0699,555.5,563.5,8,1,1,100
"2024-04-17 19:19:34.725","2024-04-17 19:19:35.645","2024-04-17 19:19:35.742","1074","297858767","BTC-19APR24-68000-C","BTC","2024-04-19 08:00:00",68000,"C",,,"buy","ZeroPlus",2.3,89.6,89.6,0.0008,48.94,61176.7,61141.69,50,0.0042,0.0004,0.7,0.0005,82.82,86.21,0.00065,84.71,0.0006,89.6,0.0008,14.9,0.7,0.0005,82.81,86.2,0.00065,84.71,0.0006,89.59,0.0008,6.6,0.0279,2e-05,-35.1604,2.53491,0.0699,555.5,563.5,8,1,1,100
"2024-04-17 19:19:12.114","2024-04-17 19:19:15.719","2024-04-17 19:19:15.719","2843","297858763","BTC-28JUN24-75000-C","BTC","2024-06-28 08:00:00",75000,"C",,,"sell","ZeroMinus",0.1,72.1,75.1,0.06,3670.71,61178.66,62193.04,244.1,0.077,0.0545,0.1,0.06,72.08,72.23,0.06025,72.13,0.0601,72.39,0.0605,7.1,7,0.0595,71.79,72.1,0.06,72.13,0.0601,72.41,0.0605,7.1,0.3347,2e-05,-50.5628,100.27767,33.4842,4293.5,4293.5,0,-1,1,100
"2024-04-17 19:18:47.396","2024-04-17 19:18:59.184","2024-04-17 19:18:59.184","2842","297858743","BTC-28JUN24-75000-C","BTC","2024-06-28 08:00:00",75000,"C",,,"sell","ZeroMinus",0.1,72.05,75.1,0.06,3671.38,61189.71,62211.6,244,0.077,0.0545,0.2,0.06,72.03,72.18,0.06025,72.13,0.0602,72.34,0.0605,0.1,0.1,0.06,72.05,72.2,0.06025,72.13,0.0601,72.36,0.0605,7.1,0.3351,2e-05,-50.5987,100.34787,33.5258,4293.5,4293.5,0,-1,-1,100
"2024-04-17 19:18:47.398","2024-04-17 19:18:58.239","2024-04-17 19:18:58.461","116","297858742","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","MinusTick",0.1,74.42,75.1,0.0065,397.76,61194.72,61187.1942,75,0.018,0.002,0.9,0.0065,74.56,78.12,0.007,76.7,0.0068,81.69,0.0075,86.3,4.8,0.0065,74.42,77.98,0.007,76.71,0.0068,81.55,0.0075,86.2,-0.344,0.00021,-328.6369,8.56879,-0.3108,48,48.1,0.1,-1,-1,100
"2024-04-17 19:18:26.43","2024-04-17 19:18:29.696","2024-04-17 19:18:29.784","15","297858718","BTC-20APR24-63500-C","BTC","2024-04-20 08:00:00",63500,"C",,,"sell","ZeroMinus",1,68.63,68.6,0.009,550.68,61186.8,61175.6243,20,0.024,0.008,33.7,0.009,68.61,69.52,0.00925,70.95,0.0096,70.43,0.0095,4,25.4,0.009,68.63,69.54,0.00925,70.95,0.0096,70.45,0.0095,15.5,0.2736,9e-05,-237.7304,16.94961,1.119,14.5,15.5,1,-1,-1,100
"2024-04-17 19:18:27.234","2024-04-17 19:18:28.827","2024-04-17 19:18:28.827","853","297858717","BTC-19APR24-61000-P","BTC","2024-04-19 08:00:00",61000,"P",,,"sell","ZeroMinus",0.1,70.96,72.1,0.017,1040.23,61190.36,61162.46,182.6,0.032,0.0055,8.5,0.017,70.97,72.91,0.0175,72.86,0.0175,74.86,0.018,66,8.4,0.017,70.96,72.9,0.0175,72.87,0.0175,74.85,0.018,66,-0.4681,0.00014,-375.0785,15.74298,-1.2443,244.8,244.9,0,-1,-1,100
"2024-04-17 19:18:21.677","2024-04-17 19:18:21.863","2024-04-17 19:18:21.863","26","297858709","BTC-20APR24-64000-C","BTC","2024-04-20 08:00:00",64000,"C",,,"buy","ZeroPlus",0.2,69.95,70.1,0.0075,458.97,61196.69,61181.8943,7.3,0.02,0.0055,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,0.8,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,0.6,0.2318,8e-05,-217.9615,15.53462,0.9501,5.4,5.4,0,1,-1,11
"2024-04-17 19:18:21.637","2024-04-17 19:18:21.677","2024-04-17 19:18:21.677","25","297858705","BTC-20APR24-64000-C","BTC","2024-04-20 08:00:00",64000,"C",,,"buy","ZeroPlus",0.1,69.95,70.1,0.0075,458.97,61196.69,61181.8943,7.3,0.02,0.0055,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,0.9,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,0.8,0.2318,8e-05,-217.9615,15.53462,0.9501,5.4,5.4,0,1,-1,11
"2024-04-17 19:18:17.188","2024-04-17 19:18:21.637","2024-04-17 19:18:21.637","24","297858704","BTC-20APR24-64000-C","BTC","2024-04-20 08:00:00",64000,"C",,,"buy","PlusTick",0.1,69.95,70.1,0.0075,458.97,61196.69,61181.8943,7.3,0.02,0.0055,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,1,57.8,0.007,67.95,68.95,0.00725,70.97,0.0078,69.95,0.0075,0.9,0.2318,8e-05,-217.9615,15.53462,0.9501,5.4,5.4,0,1,-1,11
"2024-04-17 19:18:17.63","2024-04-17 19:18:17.636","2024-04-17 19:18:17.636","2841","297858703","BTC-28JUN24-75000-C","BTC","2024-06-28 08:00:00",75000,"C",,,"sell","MinusTick",0.4,72.04,75.1,0.06,3671.63,61193.94,62215.86,243.6,0.077,0.0545,0.6,0.06,72.04,72.19,0.06025,72.13,0.0602,72.34,0.0605,0.1,0.2,0.06,72.04,72.19,0.06025,72.13,0.0602,72.34,0.0605,0.1,0.3352,2e-05,-50.6022,100.36247,33.5346,4293.5,4293.5,0,-1,-1,100
"2024-04-17 19:17:46.963","2024-04-17 19:17:53.684","2024-04-17 19:17:53.684","241","297858608","BTC-18APR24-65000-C","BTC","2024-04-18 08:00:00",65000,"C",,,"buy","ZeroPlus",0.6,79.98,81.1,0.0003,18.37,61251.66,61242.8081,135.5,0.01,0.0002,75.1,0.0001,68.38,74.28,0.0002,75.14,0.0002,80.18,0.0003,1.4,75.1,0.0001,68.2,74.09,0.0002,75.1,0.0002,79.98,0.0003,0.8,0.0193,3e-05,-12.2529,1.09645,0.0169,98.7,99.2,0.5,1,1,100
"2024-04-17 19:17:44.95","2024-04-17 19:17:53.076","2024-04-17 19:17:53.076","50","297858607","BTC-18APR24-67500-C","BTC","2024-04-18 08:00:00",67500,"C",,,"sell","ZeroMinus",0.9,104.6,105.6,0.0001,6.12,61251.66,61242.8081,11.3,0.0005,0.0001,0,0,0,52.39,5e-05,93.83,0,104.78,0.0001,1,0,0,0,57.08,0.0001,93.83,0,114.16,0.0002,1,0.0034,0,-2.2593,0.23978,0.003,10.9,9.9,-1,-1,1,77
"2024-04-17 19:17:44.95","2024-04-17 19:17:53.072","2024-04-17 19:17:53.072","49","297858606","BTC-18APR24-67500-C","BTC","2024-04-18 08:00:00",67500,"C",,,"sell","ZeroMinus",0.1,104.6,105.6,0.0001,6.12,61251.66,61242.8081,11.3,0.0005,0.0001,0,0,0,52.39,5e-05,93.83,0,104.78,0.0001,1,0.9,0.0001,104.6,109.38,0.00015,93.83,0,114.16,0.0002,1,0.0034,0,-2.2593,0.23978,0.003,10.9,10.8,0,-1,1,77
"2024-04-17 19:17:44.95","2024-04-17 19:17:53.066","2024-04-17 19:17:53.066","48","297858605","BTC-18APR24-67500-C","BTC","2024-04-18 08:00:00",67500,"C",,,"buy","ZeroMinus",1,104.6,105.6,0.0001,6.12,61251.66,61242.8081,11.3,0.0005,0.0001,0,0,0,52.39,5e-05,93.83,0,104.78,0.0001,1,1,0.0001,104.6,109.38,0.00015,93.83,0,114.16,0.0002,1,0.0034,0,-2.2593,0.23978,0.003,10.9,10.9,0,1,-1,100
"2024-04-17 19:17:44.444","2024-04-17 19:17:44.448","2024-04-17 19:17:44.448","75","297858595","BTC-18APR24-68000-C","BTC","2024-04-18 08:00:00",68000,"C",,,"sell","ZeroMinus",1.9,111.82,112.6,0.0001,6.12,61239.6,61223.4951,28.8,0.0012,0.0001,1.9,0.0001,111.82,116.85,0.00015,93.83,0,121.88,0.0002,1.1,0,0,0,60.94,0.0001,93.83,0,121.88,0.0002,1.1,0.0017,0,-1.0939,0.13079,0.0015,35,35,0,-1,1,11
"2024-04-17 19:17:43.942","2024-04-17 19:17:44.444","2024-04-17 19:17:44.444","74","297858594","BTC-18APR24-68000-C","BTC","2024-04-18 08:00:00",68000,"C",,,"buy","ZeroMinus",0.1,111.82,112.6,0.0001,6.12,61239.6,61223.4951,28.8,0.0012,0.0001,0,0,0,55.91,5e-05,93.83,0,111.82,0.0001,0.1,1.9,0.0001,111.82,116.85,0.00015,93.83,0,121.88,0.0002,1.1,0.0017,0,-1.0939,0.13079,0.0015,35.1,35,-0.1,1,-1,100
"2024-04-17 19:17:42.953","2024-04-17 19:17:42.961","2024-04-17 19:17:42.961","1572","297858592","BTC-26APR24-58000-P","BTC","2024-04-26 08:00:00",58000,"P",,,"sell","PlusTick",0.1,73.88,73.6,0.022,1347.09,61231.56,61309.92,310,0.0335,0.0125,0.1,0.022,73.88,74.35,0.02225,73.62,0.0218,74.83,0.0225,79.4,16.3,0.0215,72.92,73.87,0.022,73.62,0.0218,74.83,0.0225,79.4,-0.2913,5e-05,-138.7466,32.15083,-4.4872,921.8,921.7,0,-1,1,55
"2024-04-17 19:17:35.547","2024-04-17 19:17:39.889","2024-04-17 19:17:46.423","403","297858575","BTC-31MAY24-115000-C","BTC","2024-05-31 08:00:00",115000,"C",,,"sell","MinusTick",0.1,84.49,86.1,0.0024,147,61250.86,61907.26,1.6,0.0028,0.0022,2,0.0024,84.51,85.25,0.00255,85.2,0.0025,85.99,0.0027,4,28.1,0.0023,83.99,84.98,0.0025,85.2,0.0025,85.98,0.0027,4,0.0251,0,-12.2834,12.55116,1.6682,113.9,113.9,0,-1,-1,100
"2024-04-17 19:17:30.476","2024-04-17 19:17:31.636","2024-04-17 19:17:31.636","15","297858563","BTC-20APR24-62500-C","BTC","2024-04-20 08:00:00",62500,"C",,,"buy","MinusTick",0.1,70.34,70.6,0.0145,887.59,61213.16,61202.0186,8.5,0.0235,0.0105,9.7,0.014,68.89,69.68,0.01425,70.92,0.0146,70.48,0.0145,0.1,9.7,0.014,68.75,70.34,0.0145,70.92,0.0147,71.93,0.015,56.7,0.3722,0.0001,-270.2337,19.27296,1.5163,8.2,8.3,0.1,1,-1,55
"2024-04-17 19:17:27.79","2024-04-17 19:17:28.046","2024-04-17 19:17:28.046","94","297858559","BTC-18APR24-62000-C","BTC","2024-04-18 08:00:00",62000,"C",,,"buy","MinusTick",1,67.22,67.6,0.005,306,61200.89,61191.5524,82.2,0.0354,0.0024,3.9,0.0046,64.25,65.75,0.0048,69.55,0.0053,67.25,0.005,1,3.9,0.0046,64.22,67.57,0.00505,69.55,0.0053,70.92,0.0055,29,0.3148,0.00022,-287.9629,8.28084,0.2749,55.4,56.4,1,1,-1,11
"2024-04-17 19:17:16.508","2024-04-17 19:17:16.862","2024-04-17 19:17:16.862","205","297858550","BTC-18APR24-61000-P","BTC","2024-04-18 08:00:00",61000,"P",,,"sell","PlusTick",0.1,72.26,72.6,0.0095,581.26,61185.37,61187.8661,156,0.026,0.0027,0.9,0.0095,72.26,75.57,0.01,73.11,0.0096,78.89,0.0105,70.8,0.8,0.0095,72.26,75.57,0.01,73.11,0.0096,78.89,0.0105,70.7,-0.4505,0.00023,-337.3518,9.22898,-0.4087,78.3,78.4,0.1,-1,-1,100
"2024-04-17 19:16:50.552","2024-04-17 19:17:07.787","2024-04-17 19:17:07.787","692","297858533","BTC-31MAY24-120000-C","BTC","2024-05-31 08:00:00",120000,"C",,,"sell","ZeroMinus",0.1,86.47,88.1,0.0019,116.22,61169.73,61831.69,30.9,0.0021,0.0019,2,0.0019,86.48,87.08,0.002,87.19,0.002,87.68,0.0021,0.1,19.9,0.0019,86.47,87.07,0.002,87.2,0.002,87.67,0.0021,0.1,0.0201,0,-10.405,10.38857,1.3342,446.1,446.2,0,-1,-1,100
"2024-04-17 19:16:46.524","2024-04-17 19:17:03.371","2024-04-17 19:17:03.371","286","297858532","BTC-28JUN24-47000-P","BTC","2024-06-28 08:00:00",47000,"P",,,"buy","PlusTick",0.1,72.3,69.6,0.029,1773.86,61167.92,62196.83,1.2,0.028,0.022,29.4,0.0285,71.77,72.25,0.029,72.39,0.0291,72.74,0.0295,7,23.4,0.0285,71.81,72.29,0.029,72.39,0.0291,72.78,0.0295,8.1,-0.1504,1e-05,-32.5493,64.32726,-21.885,77.8,77.8,0,1,1,0
"2024-04-17 19:16:12.555","2024-04-17 19:16:41.238","2024-04-17 19:16:41.238","1504","297858490","BTC-26APR24-59000-P","BTC","2024-04-26 08:00:00",59000,"P",,,"sell","PlusTick",0.1,72.32,71.6,0.0275,1681.9,61160.26,61227.48,319,0.039,0.0155,10.6,0.0275,71.9,72.34,0.02775,72.39,0.0278,72.79,0.028,22.7,53.9,0.027,71.44,72.32,0.0275,72.38,0.0276,73.21,0.028,45.1,-0.3481,5e-05,-146.8143,34.60286,-5.3758,611.6,611.5,-0.1,-1,-1,100
"2024-04-17 19:16:06.84","2024-04-17 19:16:35.423","2024-04-17 19:16:35.423","57","297858472","BTC-18APR24-61000-C","BTC","2024-04-18 08:00:00",61000,"C",,,"sell","MinusTick",0.2,68.51,69.1,0.0115,703.1,61139.2,61129.909,26.3,0.041,0.0065,13.9,0.0115,67.38,70.68,0.012,73.15,0.0124,73.99,0.0125,4.2,14.5,0.0115,68.51,71.81,0.012,73.12,0.0122,75.12,0.0125,4.2,0.5359,0.00023,-338.3218,9.25397,0.4648,21.6,21.4,-0.2,-1,-1,100
"2024-04-17 19:16:06.825","2024-04-17 19:16:26.669","2024-04-17 19:16:26.871","494","297858463","BTC-31MAY24-61000-P","BTC","2024-05-31 08:00:00",61000,"P",,,"sell","MinusTick",0.2,69.41,65.6,0.0885,5410.73,61138.21,61794.08,51.5,0.1005,0.0665,31.2,0.0875,68.74,69.29,0.08825,69.28,0.0881,69.84,0.089,2.3,8,0.088,69.04,69.41,0.0885,69.28,0.0883,69.78,0.089,2.3,-0.431,3e-05,-66.7374,83.86035,-38.2768,240.7,240.5,-0.1,-1,1,77
"2024-04-17 19:16:04.915","2024-04-17 19:16:08.977","2024-04-17 19:16:08.977","691","297858452","BTC-31MAY24-120000-C","BTC","2024-05-31 08:00:00",120000,"C",,,"sell","MinusTick",0.1,86.53,88.1,0.0019,116.15,61135.88,61796.58,30.8,0.0021,0.002,18.1,0.0019,86.51,87.11,0.002,87.2,0.002,87.71,0.0021,0.1,18,0.0019,86.53,87.13,0.002,87.2,0.002,87.73,0.0021,0.1,0.02,0,-10.3585,10.34249,1.3274,446,446.1,0.1,-1,-1,100
"2024-04-17 19:15:41.785","2024-04-17 19:15:46.836","2024-04-17 19:16:01.511","231","297858428","BTC-3MAY24-56000-P","BTC","2024-05-03 08:00:00",56000,"P",,,"sell","PlusTick",0.1,72.65,71.6,0.024,1466.54,61106.23,61338.166,68.1,0.03,0.0145,89,0.0235,71.95,72.71,0.024,73.12,0.0243,73.48,0.0245,1.9,95,0.0235,72.16,72.92,0.024,73.1,0.0241,73.69,0.0245,25.9,-0.2485,3e-05,-94.3263,40.07869,-7.1151,199.8,199.9,0,-1,-1,77
"2024-04-17 19:15:42.108","2024-04-17 19:15:44.657","2024-04-17 19:16:01.205","1211","297858422","BTC-28JUN24-95000-C","BTC","2024-06-28 08:00:00",95000,"C",,,"buy","PlusTick",0.1,76.69,79.1,0.021,1283.39,61113.85,62173.52,75.5,0.0255,0.019,42.2,0.0205,76.16,76.67,0.021,76.8,0.0211,77.18,0.0215,15,44.2,0.0205,76.1,76.61,0.021,76.8,0.0212,77.12,0.0215,15,0.1407,1e-05,-33.0039,61.48053,14.5671,1363.3,1363.4,0.1,1,1,0
"2024-04-17 19:15:37.281","2024-04-17 19:15:37.465","2024-04-17 19:15:37.465","339","297858417","BTC-18APR24-60000-P","BTC","2024-04-18 08:00:00",60000,"P",,,"sell","MinusTick",0.1,77.75,78.6,0.0048,293.4,61126.27,61111.587,197,0.015,0.0014,6.4,0.0048,77.75,80.52,0.00515,81.99,0.0053,83.3,0.0055,17.6,6.3,0.0048,77.75,80.52,0.00515,81.99,0.0053,83.3,0.0055,17.6,-0.2733,0.00017,-317.7445,7.75056,-0.2475,173.5,173.5,0,-1,-1,100
"2024-04-17 19:14:52.649","2024-04-17 19:15:08.002","2024-04-17 19:15:08.002","115","297858339","BTC-18APR24-60500-P","BTC","2024-04-18 08:00:00",60500,"P",,,"sell","ZeroPlus",0.1,74.34,0,0.007,427.75,61107.91,61103.8887,74.9,0.018,0.002,25.5,0.0065,73.83,77.38,0.007,76.87,0.0069,80.93,0.0075,25.7,15.4,0.007,74.34,77.83,0.0075,76.86,0.0074,81.32,0.008,72.8,-0.3619,0.00021,-335.7752,8.73708,-0.3284,47.9,48,0.1,-1,-1,22
"2024-04-17 19:12:34.044","2024-04-17 19:12:34.963","2024-04-17 19:12:48.444","901","297858060","BTC-26APR24-52000-P","BTC","2024-04-26 08:00:00",52000,"P",,,"sell","ZeroPlus",4,85.57,0,0.006,367.39,61233.06,61319.3,117,0.0082,0.0037,72.1,0.0055,83.53,85.49,0.006,85.02,0.0059,87.46,0.0065,95.9,45.7,0.0055,83.72,85.69,0.006,85.03,0.0058,87.66,0.0065,95.9,-0.0912,2e-05,-76.6567,15.38417,-1.3918,675.3,675.3,0,-1,1,66
"2024-04-17 19:11:52.748","2024-04-17 19:12:29.901","2024-04-17 19:12:29.904","900","297858053","BTC-26APR24-52000-P","BTC","2024-04-26 08:00:00",52000,"P",,,"sell","ZeroPlus",4,85.4,0,0.006,367.22,61203.46,61267.52,109,0.0082,0.0037,61.2,0.0055,83.63,84.63,0.00575,85.02,0.0058,85.64,0.006,4,74.1,0.0055,83.4,85.36,0.006,85.01,0.0059,87.32,0.0065,87.9,-0.0923,2e-05,-77.2122,15.5005,-1.4066,671.3,675.3,4,-1,-1,77
"2024-04-17 19:11:54.455","2024-04-17 19:12:13.342","2024-04-17 19:12:25.682","662","297858015","BTC-26APR24-72000-P","BTC","2024-04-26 08:00:00",72000,"P",,,"buy","MinusTick",0.4,79.03,71.6,0.18,11022.15,61234.18,61267.13,1.4,0.188,0.18,69.2,0.176,59.93,73.7,0.17925,76.35,0.1793,87.48,0.1825,69.2,6,0.1765,58.12,70.01,0.179,76.34,0.1799,81.9,0.1815,3.4,-0.9073,2e-05,-69.5236,15.54332,-15.5747,892.8,892.4,-0.3,1,1,100
"2024-04-17 19:11:52.748","2024-04-17 19:12:13.119","2024-04-17 19:12:25.723","899","297858014","BTC-26APR24-52000-P","BTC","2024-04-26 08:00:00",52000,"P",,,"buy","PlusTick",4,85.65,85.1,0.006,367.4,61234.18,61267.13,109,0.0082,0.0037,61.2,0.0055,83.63,84.63,0.00575,85.02,0.0058,85.64,0.006,4,68.5,0.0055,83.39,85.35,0.006,85.01,0.0059,87.32,0.0065,87.9,-0.0923,2e-05,-77.2103,15.50062,-1.4067,671.3,671.3,0,1,-1,100
"2024-04-17 19:11:54.557","2024-04-17 19:12:03.742","2024-04-17 19:12:24.217","204","297858008","BTC-18APR24-61000-P","BTC","2024-04-18 08:00:00",61000,"P",,,"sell","MinusTick",0.1,70.57,71.6,0.009,551.15,61239.24,61192.6866,156,0.026,0.0027,15,0.009,70.74,74.05,0.0095,73.48,0.0094,77.37,0.01,33.2,27.4,0.009,68.96,72.26,0.0095,73.47,0.0096,75.57,0.01,10,-0.4497,0.00023,-340.0953,9.25756,-0.4107,78.2,78.3,0,-1,-1,100
"2024-04-17 19:11:21.2","2024-04-17 19:11:35.337","2024-04-17 19:11:38.34","1522","297857939","BTC-26APR24-76000-C","BTC","2024-04-26 08:00:00",76000,"C",,,"buy","PlusTick",0.1,83.6,84.1,0.0027,165.24,61201.42,61267.31,62.1,0.0042,0.0025,0.1,0.0026,83.01,83.31,0.00265,82.26,0.0025,83.62,0.0027,10.3,13,0.0023,81.11,82.38,0.0025,82.27,0.0025,83.65,0.0027,10.2,0.0494,1e-05,-46.1614,9.57651,0.6728,1146.1,1146.1,0,1,1,100
